"","Word","Length","LgSUBTLWF","Ortho_N","Phono_N","NPhon","NSyll","Dom_PoS_SUBTLEX"
"429","stock",5,3.11,6,10,4,1,"Noun"
"430","nose",4,3.55,12,25,3,1,"Noun"
"431","doll",4,3.1,11,13,3,1,"Noun"
"432","danger",6,3.35,5,2,5,2,"Noun"
"433","devil",5,3.32,0,3,4,2,"Noun"
"434","breath",6,3.36,2,4,4,1,"Noun"
"435","bank",4,3.64,16,13,4,1,"Noun"
"436","theater",7,3.09,0,0,5,2,"Noun"
"437","folks",5,3.59,2,9,4,1,"Noun"
"438","file",4,3.35,14,29,3,1,"Noun"
"439","pig",3,3.3,12,20,3,1,"Noun"
"440","rush",4,3.2,13,14,3,1,"Noun"
"441","flesh",5,3.05,3,8,4,1,"Noun"
"442","shoulder",8,3.13,1,5,5,2,"Noun"
"443","nerve",5,3.07,3,6,3,1,"Noun"
"444","ones",4,3.71,3,15,4,1,"Noun"
"445","cooking",7,3.12,5,4,5,2,"Noun"
"446","bus",3,3.58,8,20,3,1,"Noun"
"447","meeting",7,3.83,1,12,5,2,"Noun"
"448","punk",4,3.05,11,10,4,1,"Noun"
"449","couple",6,4.06,0,4,4,2,"Noun"
"450","ships",5,3,7,11,4,1,"Noun"
"451","papa",4,3.34,1,5,4,2,"Noun"
"452","fishing",7,3.08,1,4,5,2,"Noun"
"453","bags",4,3.16,12,11,4,1,"Noun"
"454","affair",6,3.18,0,3,4,2,"Noun"
"455","purpose",7,3.25,0,1,5,2,"Noun"
"456","desire",6,3.01,0,1,5,2,"Noun"
"457","doors",5,3.24,4,20,4,1,"Noun"
"458","hills",5,3.01,8,25,4,1,"Noun"
"459","brother",7,4.16,1,1,5,2,"Noun"
"460","base",4,3.26,14,21,3,1,"Noun"
"461","gods",4,3.04,5,9,4,1,"Noun"
"462","couch",5,3.08,6,7,3,1,"Noun"
"463","lead",4,3.63,12,42,3,1,"Verb"
"464","believe",7,4.5,1,2,5,2,"Verb"
"465","left",4,4.39,5,11,4,1,"Verb"
"466","smart",5,3.69,1,1,5,1,"Adjective"
"467","they",4,5.32,4,22,2,1,"Pronoun"
"468","lock",4,3.46,15,29,3,1,"Verb"
"469","smells",6,3.14,5,6,5,1,"Verb"
"470","might",5,4.42,7,31,3,1,"Verb"
"471","leads",5,3,8,17,4,1,"Verb"
"472","are",3,5.42,16,14,2,1,"Verb"
"473","carol",5,3.17,1,8,5,2,"Name"
"474","merry",5,3.3,6,20,4,2,"Adjective"
"475","each",4,4.11,2,7,2,1,"Pronoun"
"476","recall",6,3,0,1,5,2,"Verb"
"477","kitty",5,3.13,2,10,4,2,"Name"
"478","invite",6,3.18,1,4,5,2,"Verb"
"479","normal",6,3.56,2,3,5,2,"Adjective"
"480","sit",3,4.2,16,32,3,1,"Verb"
"481","married",7,4.09,4,4,5,2,"Adjective"
"482","gotten",6,3.44,1,2,4,2,"Verb"
"483","grace",5,3.33,8,19,4,1,"Name"
"484","honest",6,3.57,0,0,5,2,"Adjective"
"485","hurts",5,3.28,1,9,4,1,"Verb"
"486","tiny",4,3.22,3,7,4,2,"Adjective"
"487","josh",4,3.02,5,11,3,1,"Name"
"488","lousy",5,3.08,2,1,4,2,"Adjective"
"489","worth",5,3.75,2,11,3,1,"Preposition"
"490","quick",5,3.74,3,10,4,1,"Adjective"
"491","shore",5,3.01,13,34,3,1,"Name"
"492","somehow",7,3.36,0,0,5,2,"Adverb"
"493","must",4,4.55,15,16,4,1,"Verb"
"494","less",4,3.75,8,18,3,1,"Adverb"
"495","easy",4,4.13,2,3,3,2,"Adjective"
"496","split",5,3.29,1,1,5,1,"Verb"
"497","shake",5,3.31,11,24,3,1,"Verb"
"498","nasty",5,3.06,4,0,5,2,"Adjective"
"499","twice",5,3.5,1,1,4,1,"Adverb"
"500","around",6,4.57,2,6,5,2,"Adverb"
"501","tells",5,3.43,7,17,4,1,"Verb"
"502","waited",6,3.17,7,14,5,2,"Verb"
"503","own",3,4.37,2,17,2,1,"Determiner"
"504","forced",6,3.13,4,4,5,1,"Verb"
"505","falling",7,3.26,4,12,5,2,"Verb"
"506","fancy",5,3.25,2,2,5,2,"Adjective"
"507","sure",4,4.75,6,17,3,1,"Adjective"
"508","stand",5,4.06,2,8,5,1,"Verb"
"509","over",4,4.83,3,8,3,2,"Adverb"
"510","first",5,4.63,0,11,4,1,"Number"
"511","shoot",5,3.92,4,16,3,1,"Verb"
"512","wonder",6,3.78,5,6,5,2,"Verb"
"513","means",5,4.05,8,18,4,1,"Verb"
"514","then",4,4.88,7,17,3,1,"Adverb"
"515","attacked",8,3.09,2,4,5,2,"Verb"
"516","writing",7,3.46,2,19,5,2,"Verb"
"517","mine",4,4.11,20,27,3,1,"Pronoun"
"518","famous",6,3.36,0,0,5,2,"Adjective"
"519","marshall",8,3.12,0,6,5,2,"Name"
"520","met",3,3.99,15,28,3,1,"Verb"
"521","ours",4,3.26,2,7,3,1,"Pronoun"
"522","meant",5,3.73,1,19,4,1,"Verb"
"523","bill",4,3.78,16,34,3,1,"Name"
"524","kicked",6,3.19,6,11,4,1,"Verb"
"525","near",4,3.63,13,31,3,1,"Preposition"
"526","mad",3,3.76,17,29,3,1,"Adjective"
"527","big",3,4.54,16,22,3,1,"Adjective"
"528","four",4,4.12,7,32,3,1,"Number"
"529","lose",4,3.92,14,31,3,1,"Verb"
"530","bury",4,3.02,9,20,4,2,"Verb"
"531","enjoy",5,3.63,1,1,4,2,"Verb"
"532","pierce",6,3.12,2,6,4,1,"Name"
"533","under",5,4.13,1,2,4,2,"Preposition"
"534","cold",4,3.82,12,23,4,1,"Adjective"
"535","round",5,3.53,7,16,4,1,"Adjective"
"536","final",5,3.4,0,7,4,2,"Adjective"
"537","enough",6,4.41,0,1,4,2,"Adverb"
"538","entire",6,3.61,1,1,5,2,"Adjective"
"539","pretty",6,4.3,0,3,5,2,"Adverb"
"540","off",3,4.78,2,10,2,1,"Adverb"
"541","learn",5,3.78,1,18,3,1,"Verb"
"542","is",2,5.66,7,15,2,1,"Verb"
"543","makes",5,4.09,10,12,4,1,"Verb"
"544","afraid",6,4.1,0,0,5,2,"Adjective"
"545","break",5,4.05,5,11,4,1,"Verb"
"546","feeling",7,3.93,4,15,5,2,"Verb"
"547","young",5,4.09,0,6,3,1,"Adjective"
"548","wish",4,4.08,7,14,3,1,"Verb"
"549","taking",6,4.09,5,9,5,2,"Verb"
"550","red",3,3.88,11,27,3,1,"Adjective"
"551","stops",5,3.05,2,6,5,1,"Verb"
"552","foreign",7,3.06,0,4,5,2,"Adjective"
"553","choose",6,3.39,1,17,3,1,"Verb"
"554","put",3,4.63,15,17,3,1,"Verb"
"555","eating",6,3.49,5,5,4,2,"Verb"
"556","brave",5,3.21,5,9,4,1,"Adjective"
"557","suck",4,3.25,12,26,3,1,"Verb"
"558","all",3,5.42,5,18,2,1,"Determiner"
"559","him",3,5.25,12,22,3,1,"Pronoun"
"560","look",4,5,11,18,3,1,"Verb"
"561","miller",6,3.07,4,11,4,2,"Name"
"562","return",6,3.67,0,1,5,2,"Verb"
"563","finds",5,3.17,8,8,5,1,"Verb"
"564","shows",5,3.33,6,25,3,1,"Verb"
"565","yelling",7,3.04,5,5,5,2,"Verb"
"566","ran",3,3.63,17,28,3,1,"Verb"
"567","per",3,3.06,9,16,2,1,"Preposition"
"568","release",7,3.27,0,2,5,2,"Verb"
"569","mention",7,3.48,0,3,5,2,"Verb"
"570","planned",7,3.21,2,7,5,1,"Verb"
"571","carry",5,3.53,7,16,4,2,"Verb"
"572","laid",4,3.18,9,33,3,1,"Verb"
"573","drive",5,3.89,1,7,4,1,"Verb"
"574","early",5,3.74,0,8,3,2,"Adverb"
"575","pass",4,3.74,14,21,3,1,"Verb"
"576","mighty",6,3.13,1,8,4,2,"Adjective"
"577","come",4,5.2,15,22,3,1,"Verb"
"578","someday",7,3.24,0,2,5,2,"Adverb"
"579","stole",5,3.43,6,11,4,1,"Verb"
"580","call",4,4.64,13,31,3,1,"Verb"
"581","pushed",6,3.02,4,1,4,1,"Verb"
"582","feed",4,3.34,14,26,3,1,"Verb"
"583","whose",5,3.5,4,33,3,1,"Determiner"
"584","stay",4,4.42,8,8,3,1,"Verb"
"585","nothing",7,4.64,0,2,5,2,"Pronoun"
"586","loved",5,3.75,6,7,4,1,"Verb"
"587","fast",4,3.85,11,19,4,1,"Adverb"
"588","crying",6,3.43,3,4,5,2,"Verb"
"589","heard",5,4.3,4,20,3,1,"Verb"
"590","tied",4,3.14,6,30,3,1,"Verb"
"591","avoid",5,3.09,0,2,4,2,"Verb"
"592","least",5,4.03,6,14,4,1,"Adverb"
"593","junior",6,3.26,0,0,5,2,"Adjective"
"594","trying",6,4.36,4,3,5,2,"Verb"
"595","good",4,5.12,8,10,3,1,"Adjective"
"596","throwing",8,3.17,0,2,5,2,"Verb"
"597","works",5,3.73,4,10,4,1,"Verb"
"598","go",2,5.29,7,28,2,1,"Verb"
"599","grand",5,3.51,4,9,5,1,"Adjective"
"600","below",5,3.16,0,12,4,2,"Adverb"
"601","catch",5,3.84,6,19,3,1,"Verb"
"602","swing",5,3.12,6,16,4,1,"Verb"
"603","gay",3,3.48,17,20,2,1,"Adjective"
"604","do",2,5.5,7,30,2,1,"Verb"
"605","old",3,4.49,1,2,3,1,"Adjective"
"606","close",5,4.05,3,14,4,1,"Adjective"
"607","made",4,4.46,12,30,3,1,"Verb"
"608","shut",4,4.13,4,18,3,1,"Verb"
"609","lily",4,3.14,3,13,4,2,"Name"
"610","spread",6,3.2,0,1,5,1,"Verb"
"611","white",5,3.94,3,8,4,1,"Adjective"
"612","bad",3,4.44,19,28,3,1,"Adjective"
"613","written",7,3.35,0,8,4,2,"Verb"
"614","simple",6,3.66,5,5,5,2,"Adjective"
"615","broke",5,3.73,2,9,4,1,"Verb"
"616","singing",7,3.36,5,7,5,2,"Verb"
"617","stick",5,3.69,6,14,4,1,"Verb"
"618","hope",4,4.21,12,18,3,1,"Verb"
"619","zero",4,3.04,2,2,4,2,"Number"
"620","dare",4,3.45,19,34,3,1,"Verb"
"621","happen",6,4.11,0,0,5,2,"Verb"
"622","free",4,3.96,4,11,3,1,"Adjective"
"623","suffer",6,3.06,3,11,4,2,"Verb"
"624","know",4,5.47,4,33,2,1,"Verb"
"625","brown",5,3.49,7,9,4,1,"Name"
"626","prefer",6,3.23,0,0,5,2,"Verb"
"627","giving",6,3.75,3,3,5,2,"Verb"
"628","drew",4,3.11,4,10,3,1,"Name"
"629","teach",5,3.57,4,16,3,1,"Verb"
"630","deep",4,3.59,9,19,3,1,"Adjective"
"631","proud",5,3.63,0,8,4,1,"Adjective"
"632","move",4,4.33,9,11,3,1,"Verb"
"633","awesome",7,3.2,0,1,3,2,"Adjective"
"634","open",4,4.21,3,4,4,2,"Verb"
"635","my",2,5.54,4,31,2,1,"Pronoun"
"636","freeze",6,3.22,2,14,4,1,"Verb"
"637","burned",6,3.16,3,13,4,1,"Verb"
"638","lived",5,3.53,7,4,4,1,"Verb"
"639","dirty",5,3.53,1,9,4,2,"Adjective"
"640","join",4,3.63,3,9,3,1,"Verb"
"641","who",3,5.05,2,38,2,1,"Pronoun"
"642","few",3,4.19,10,12,3,1,"Determiner"
"643","course",6,4.4,1,14,4,1,"Adverb"
"644","straight",8,3.8,0,6,5,1,"Adverb"
"645","lower",5,3.15,10,15,3,1,"Adjective"
"646","afford",6,3.36,0,4,5,2,"Verb"
"647","make",4,4.85,17,30,3,1,"Verb"
"648","checked",7,3.38,1,9,4,1,"Verb"
"649","black",5,3.93,4,8,4,1,"Adjective"
"650","pray",4,3.27,7,11,3,1,"Verb"
"651","in",2,5.7,7,14,2,1,"Preposition"
"652","mixed",5,3.04,3,4,5,1,"Verb"
"653","bond",4,3.2,9,17,4,1,"Name"
"654","much",4,4.7,4,16,3,1,"Determiner"
"655","ready",5,4.3,4,14,4,2,"Adjective"
"656","third",5,3.58,0,9,3,1,"Number"
"657","ate",3,3.24,9,17,2,1,"Verb"
"658","skip",4,3.03,8,9,4,1,"Verb"
"659","any",3,4.75,4,7,3,2,"Determiner"
"660","six",3,4.01,11,19,4,1,"Number"
"661","swim",4,3.21,6,11,4,1,"Verb"
"662","say",3,4.92,25,29,2,1,"Verb"
"663","either",6,3.97,3,3,3,2,"Adverb"
"664","jealous",7,3.29,1,1,5,2,"Adjective"
"665","think",5,5.14,4,12,4,1,"Verb"
"666","empty",5,3.38,0,0,5,2,"Adjective"
"667","need",4,4.82,7,25,3,1,"Verb"
"668","wearing",7,3.64,10,13,5,2,"Verb"
"669","maybe",5,4.67,0,2,4,2,"Adverb"
"670","kissing",7,3.08,2,7,5,2,"Verb"
"671","ten",3,3.87,16,24,3,1,"Number"
"672","keep",4,4.55,9,24,3,1,"Verb"
"673","set",3,4.07,18,27,3,1,"Verb"
"674","bust",4,3.15,14,18,4,1,"Verb"
"675","clever",6,3.14,1,2,5,2,"Adjective"
"676","selling",7,3.28,5,8,5,2,"Verb"
"677","you",3,6.33,2,29,2,1,"Pronoun"
"678","fourth",6,3.13,0,9,4,1,"Number"
"679","ought",5,3.61,1,14,2,1,"Verb"
"680","glad",4,3.94,3,8,4,1,"Adjective"
"681","knew",4,4.27,3,36,2,1,"Verb"
"682","three",5,4.44,1,9,3,1,"Number"
"683","settle",6,3.33,4,13,4,2,"Verb"
"684","real",4,4.35,14,1,4,1,"Adjective"
"685","wins",4,3,10,17,4,1,"Verb"
"686","piss",4,3.08,10,24,3,1,"Verb"
"687","sold",4,3.42,9,21,4,1,"Verb"
"688","turn",4,4.19,5,19,3,1,"Verb"
"689","senior",6,3.13,1,0,5,2,"Adjective"
"690","remove",6,3.04,1,0,5,2,"Verb"
"691","hurry",5,3.95,3,6,4,2,"Verb"
"692","wide",4,3.08,13,32,3,1,"Adjective"
"693","used",4,4.24,2,3,4,1,"Verb"
"694","hide",4,3.55,10,32,3,1,"Verb"
"695","not",3,5.44,15,29,3,1,"Not"
"696","states",6,3.44,6,3,5,1,"Name"
"697","appears",7,3.03,1,1,5,2,"Verb"
"698","legal",5,3.26,1,1,5,2,"Adjective"
"699","chuck",5,3.04,6,17,3,1,"Verb"
"700","took",4,4.24,8,17,3,1,"Verb"
"701","slept",5,3.26,2,6,5,1,"Verb"
"702","from",4,5.02,2,4,4,1,"Preposition"
"703","of",2,5.77,8,5,2,1,"Preposition"
"704","holy",4,3.54,2,11,4,2,"Adjective"
"705","across",6,3.68,0,0,5,2,"Preposition"
"706","golden",6,3.07,0,0,5,2,"Adjective"
"707","get",3,5.37,14,18,3,1,"Verb"
"708","deserve",7,3.35,1,2,5,2,"Verb"
"709","suppose",7,3.81,0,0,5,2,"Verb"
"710","into",4,4.63,3,3,4,2,"Preposition"
"711","proper",6,3.11,1,5,5,2,"Adjective"
"712","playing",7,3.88,3,4,5,2,"Verb"
"713","steal",5,3.43,4,10,4,1,"Verb"
"714","bright",6,3.36,3,11,4,1,"Adjective"
"715","told",4,4.55,10,16,4,1,"Verb"
"716","never",5,4.84,4,3,4,2,"Adverb"
"717","bloody",6,3.29,2,0,5,2,"Adjective"
"718","dean",4,3.3,9,26,3,1,"Name"
"719","asleep",6,3.41,0,0,5,2,"Adjective"
"720","changed",7,3.71,5,1,5,1,"Verb"
"721","tired",5,3.76,8,10,4,1,"Adjective"
"722","armed",5,3.07,1,4,4,1,"Adjective"
"723","hired",5,3.23,7,9,4,1,"Verb"
"724","male",4,3.24,23,46,3,1,"Adjective"
"725","draw",4,3.31,5,2,3,1,"Verb"
"726","why",3,5.06,5,3,3,1,"Adverb"
"727","front",5,3.97,2,2,5,1,"Preposition"
"728","sue",3,3.18,10,38,2,1,"Verb"
"729","fought",6,3.13,3,22,3,1,"Verb"
"730","ray",3,3.7,19,24,2,1,"Name"
"731","woke",4,3.13,7,16,3,1,"Verb"
"732","scream",6,3.13,1,4,5,1,"Verb"
"733","far",3,4.05,16,17,3,1,"Adverb"
"734","just",4,5.38,8,10,4,1,"Adverb"
"735","outside",7,3.94,2,2,5,2,"Adverb"
"736","back",4,5.01,17,34,3,1,"Adverb"
"737","care",4,4.39,24,27,3,1,"Verb"
"738","spend",5,3.68,3,8,5,1,"Verb"
"739","receive",7,3,1,0,5,2,"Verb"
"740","we",2,5.66,4,23,2,1,"Pronoun"
"741","wore",4,3.03,20,31,3,1,"Verb"
"742","seems",5,3.93,6,12,4,1,"Verb"
"743","loving",6,3.11,4,3,5,2,"Verb"
"744","smith",5,3.27,1,1,4,1,"Name"
"745","travel",6,3.23,1,1,5,2,"Verb"
"746","asked",5,4.04,1,2,4,1,"Verb"
"747","led",3,3.09,11,25,3,1,"Verb"
"748","whom",4,3.25,3,24,3,1,"Pronoun"
"749","royal",5,3.07,1,3,4,1,"Adjective"
"750","threw",5,3.32,3,8,3,1,"Verb"
"751","ahead",5,4,0,1,4,2,"Adverb"
"752","liked",5,3.6,4,9,4,1,"Verb"
"753","worst",5,3.46,1,12,4,1,"Adjective"
"754","how",3,5.19,16,20,2,1,"Adverb"
"755","talk",4,4.64,8,20,3,1,"Verb"
"756","crane",5,3.23,5,13,4,1,"Name"
"757","smoke",5,3.52,4,6,4,1,"Verb"
"758","robin",5,3.1,1,3,5,2,"Name"
"759","dumb",4,3.38,2,31,3,1,"Adjective"
"760","scared",6,3.83,7,8,5,1,"Adjective"
"761","drag",4,3.13,7,6,4,1,"Verb"
"762","lying",5,3.65,3,7,4,2,"Verb"
"763","fly",3,3.64,4,13,3,1,"Verb"
"764","answer",6,3.95,0,0,4,2,"Verb"
"765","quite",5,4.01,3,4,4,1,"Adverb"
"766","born",4,3.63,11,17,4,1,"Verb"
"767","still",5,4.6,6,15,4,1,"Adverb"
"768","hold",4,4.35,11,22,4,1,"Verb"
"769","reading",7,3.5,5,21,5,2,"Verb"
"770","none",4,3.75,13,23,3,1,"Pronoun"
"771","caught",6,3.68,2,23,3,1,"Verb"
"772","better",6,4.61,7,16,4,2,"Adverb"
"773","which",5,4.39,0,7,4,1,"Determiner"
"774","assure",6,3.01,1,4,4,2,"Verb"
"775","ill",3,3.04,2,20,2,1,"Name"
"776","finish",6,3.7,0,2,5,2,"Verb"
"777","fix",3,3.65,9,15,4,1,"Verb"
"778","will",4,5.03,16,30,3,1,"Verb"
"779","signed",6,3.26,2,17,4,1,"Verb"
"780","bud",3,3.26,13,25,3,1,"Name"
"781","allowed",7,3.36,1,4,4,2,"Verb"
"782","become",6,3.77,1,2,5,2,"Verb"
"783","hit",3,4.15,15,31,3,1,"Verb"
"784","began",5,3.22,3,3,5,2,"Verb"
"785","waste",5,3.43,5,15,4,1,"Verb"
"786","dump",4,3.17,8,10,4,1,"Verb"
"787","walk",4,4.04,5,15,3,1,"Verb"
"788","green",5,3.57,4,15,4,1,"Adjective"
"789","pack",4,3.35,16,35,3,1,"Verb"
"790","send",4,3.96,10,16,4,1,"Verb"
"791","offered",7,3.13,0,1,4,2,"Verb"
"792","later",5,4.17,7,21,4,2,"Adverb"
"793","eve",3,3.16,3,6,2,1,"Name"
"794","great",5,4.62,3,19,4,1,"Adjective"
"795","won",3,4.59,11,20,3,1,"Verb"
"796","tight",5,3.41,7,34,3,1,"Adverb"
"797","nine",4,3.54,12,22,3,1,"Number"
"798","rare",4,3.04,16,31,3,1,"Adjective"
"799","quit",4,3.66,3,8,4,1,"Verb"
"800","mental",6,3,3,6,5,2,"Adjective"
"801","knocked",7,3.1,1,11,4,1,"Verb"
"802","wild",4,3.47,8,15,4,1,"Adjective"
"803","dark",4,3.66,9,8,4,1,"Adjective"
"804","dig",3,3.37,14,19,3,1,"Verb"
"805","pure",4,3.1,9,1,4,1,"Adjective"
"806","please",6,4.75,0,9,4,1,"Adverb"
"807","safe",4,3.86,8,12,3,1,"Adjective"
"808","them",4,4.96,5,6,3,1,"Pronoun"
"809","covered",7,3.21,2,4,5,2,"Verb"
"810","sat",3,3.16,20,31,3,1,"Verb"
"811","hot",3,3.99,16,23,3,1,"Adjective"
"812","march",5,3.09,3,7,4,1,"Name"
"813","these",5,4.66,3,18,3,1,"Determiner"
"814","touch",5,3.88,4,12,3,1,"Verb"
"815","swear",5,3.65,4,10,4,1,"Verb"
"816","enter",5,3.18,1,2,4,2,"Verb"
"817","want",4,5.15,12,10,4,1,"Verb"
"818","agreed",6,3.26,1,2,5,2,"Verb"
"819","manage",6,3.04,0,0,5,2,"Verb"
"820","clear",5,3.94,2,8,4,1,"Adjective"
"821","watched",7,3.13,5,4,4,1,"Verb"
"822","thou",4,3.06,2,15,2,1,"Pronoun"
"823","rid",3,3.48,13,27,3,1,"Verb"
"824","fine",4,4.48,16,27,3,1,"Adjective"
"825","boring",6,3.15,4,10,5,2,"Adjective"
"826","rob",3,3.08,15,17,3,1,"Verb"
"827","hate",4,4.04,16,26,3,1,"Verb"
"828","sound",5,3.86,7,13,4,1,"Verb"
"829","argue",5,3,0,0,5,2,"Verb"
"830","ok",2,4.41,7,4,3,2,"Adverb"
"831","within",6,3.48,0,1,5,2,"Preposition"
"832","helps",5,3.04,2,3,5,1,"Verb"
"833","lovely",6,3.69,2,1,5,2,"Adjective"
"834","rich",4,3.61,2,23,3,1,"Adjective"
"835","served",6,3,2,8,4,1,"Verb"
"836","wrote",5,3.56,1,34,3,1,"Verb"
"837","rough",5,3.28,5,19,3,1,"Adjective"
"838","cool",4,4,9,21,3,1,"Adjective"
"839","there",5,5.35,3,21,3,1,"Ex"
"840","single",6,3.57,5,5,5,2,"Adjective"
